scenario_id,domain,users,concurrent_users,storage_size_gb,daily_growth_gb,data_types,read_intensity,write_intensity,latency_ms,availability_pct,rto_hours,rpo_hours,retention_years,compliance,analytics_flag,budget_tier,backup_frequency_per_week,realtime_required,ml_required,streaming_required,profile_read_category,profile_write_category,profile_growth_category,profile_scale_category,detected_problems,problem_count,has_high_availability_req,has_high_growth,has_cost_pressure,all_technique_ids,required_technique_ids,recommendation_count,top_technique,has_caching,has_partitioning,has_sharding,has_tiered_storage,has_object_storage,has_columnar,baseline_storage_gb,optimized_storage_gb,storage_reduction_pct,baseline_cost_usd,optimized_cost_usd,cost_reduction_pct,baseline_latency_ms,optimized_latency_ms,latency_improvement_pct,architecture_services,component_count
gaming_0448,gaming,181421,23698,90596.0,414.9,"[""LOGS"", ""TIME_SERIES"", ""CLICKSTREAM""]",HIGH,MEDIUM,20.0,99.999,0.16666666666666666,0.16666666666666666,2.0,"[""NONE""]",True,MEDIUM,14,True,True,False,HIGH,HIGH,MODERATE,MEDIUM,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_READ_LATENCY"", ""HIGH_ANALYTICS_WORKLOAD"", ""DISASTER_RECOVERY_REQUIREMENT"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""HOT_COLD_DATA_MIX"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MAINTENANCE_BURDEN""]",9,True,False,False,"[""replication"", ""materialized_views"", ""partitioning"", ""columnar_storage"", ""data_aggregation"", ""lifecycle_management"", ""tiered_storage"", ""parquet_format"", ""indexing"", ""caching"", ""data_pruning"", ""compression"", ""deduplication"", ""schema_optimization"", ""query_optimization"", ""object_storage"", ""chunking"", ""sharding"", ""archiving""]","[""replication"", ""materialized_views""]",19,replication,True,True,True,True,True,True,90596.0,19017.2,79.0,2083.71,220.6,89.4,20.0,5.6,72.0,"[""Amazon RDS for PostgreSQL (sharded)"", ""Apache Parquet / DuckDB"", ""Amazon S3"", ""Amazon ElastiCache (Redis)"", ""Amazon S3 Glacier Deep Archive""]",5
ecommerce_0449,ecommerce,3616543,360676,39901.5,171.5,"[""TRANSACTIONS"", ""IMAGES"", ""CLICKSTREAM""]",HIGH,HIGH,100.0,99.9,1.0,1.0,5.0,"[""PCI_DSS"", ""GDPR""]",False,HIGH,7,False,False,False,HIGH,HIGH,MODERATE,HIGH,"[""HIGH_READ_LATENCY"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SCALABILITY_PRESSURE"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET""]",12,True,False,False,"[""replication"", ""partitioning"", ""caching"", ""indexing"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""schema_optimization"", ""query_optimization"", ""object_storage"", ""compression"", ""deduplication"", ""sharding"", ""materialized_views"", ""chunking"", ""columnar_storage"", ""data_aggregation"", ""parquet_format""]","[""replication""]",19,replication,True,True,True,True,True,True,39901.5,9517.3,76.1,917.73,110.4,88.0,100.0,21.6,78.4,"[""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)"", ""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Apache Parquet / DuckDB""]",5
ecommerce_0450,ecommerce,865717,49972,13832.8,89.1,"[""TRANSACTIONS"", ""IMAGES"", ""CLICKSTREAM""]",HIGH,MEDIUM,50.0,99.9,1.0,0.5,3.0,"[""PCI_DSS""]",False,HIGH,21,False,True,True,HIGH,MEDIUM,MEDIUM,MEDIUM,"[""HIGH_READ_LATENCY"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET""]",8,True,False,False,"[""replication"", ""indexing"", ""partitioning"", ""caching"", ""schema_optimization"", ""query_optimization"", ""data_pruning"", ""compression"", ""deduplication"", ""lifecycle_management"", ""tiered_storage"", ""materialized_views"", ""columnar_storage"", ""data_aggregation"", ""sharding"", ""archiving""]","[""replication"", ""indexing"", ""partitioning""]",16,replication,True,True,True,True,False,True,13832.8,3446.6,75.1,318.15,39.98,87.4,50.0,11.6,76.8,"[""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)"", ""Amazon S3"", ""Apache Parquet / DuckDB"", ""Amazon S3 Glacier Deep Archive""]",5
media_0451,media,215629,26290,244840.1,3310.9,"[""VIDEOS"", ""IMAGES"", ""AUDIO""]",HIGH,LOW,50.0,99.9,0.5,0.08333333333333333,5.0,"[""NONE""]",True,MEDIUM,7,False,False,True,HIGH,MEDIUM,EXTREME,MEDIUM,"[""EXTREME_STORAGE_GROWTH"", ""HIGH_READ_LATENCY"", ""LARGE_UNSTRUCTURED_OBJECT_WORKLOAD"", ""HIGH_ANALYTICS_WORKLOAD"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COST_OVERRUN_RISK"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""QUERY_PERFORMANCE_DEGRADATION""]",10,True,True,False,"[""archiving"", ""tiered_storage"", ""replication"", ""compression"", ""materialized_views"", ""lifecycle_management"", ""parquet_format"", ""chunking"", ""object_storage"", ""columnar_storage"", ""data_aggregation"", ""data_pruning"", ""deduplication"", ""indexing"", ""partitioning"", ""caching"", ""schema_optimization"", ""query_optimization"", ""sharding""]","[""archiving"", ""tiered_storage"", ""compression"", ""lifecycle_management"", ""parquet_format"", ""chunking"", ""object_storage"", ""data_pruning"", ""deduplication"", ""sharding""]",19,archiving,True,True,True,True,True,True,244840.1,69583.9,71.6,5631.32,807.17,85.7,50.0,11.6,76.8,"[""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Apache Parquet / DuckDB"", ""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)""]",5
healthcare_0452,healthcare,101540,6019,14719.7,232.2,"[""DOCUMENTS"", ""IMAGES"", ""TEXT""]",LOW,MEDIUM,200.0,99.99,0.5,0.5,7.0,"[""HIPAA""]",False,HIGH,21,False,False,False,LOW,HIGH,MODERATE,MEDIUM,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX""]",8,True,False,False,"[""replication"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""data_pruning"", ""compression"", ""deduplication"", ""partitioning"", ""object_storage"", ""chunking"", ""sharding"", ""parquet_format""]","[""replication""]",12,replication,False,True,True,True,True,False,14719.7,3644.8,75.2,338.55,42.28,87.5,200.0,80.0,60.0,"[""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Amazon RDS for PostgreSQL (sharded)"", ""Apache Parquet / DuckDB""]",4
iot_0453,iot,1941337,219167,1017355.2,4550.1,"[""SENSOR_DATA"", ""TIME_SERIES"", ""LOGS""]",LOW,HIGH,500.0,99.99,0.5,0.25,1.0,"[""NONE""]",True,MEDIUM,1,False,False,False,MEDIUM,HIGH,EXTREME,HIGH,"[""EXTREME_STORAGE_GROWTH"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_ANALYTICS_WORKLOAD"", ""DISASTER_RECOVERY_REQUIREMENT"", ""SCALABILITY_PRESSURE"", ""COST_OVERRUN_RISK"", ""HIGH_WRITE_PRESSURE"", ""MAINTENANCE_BURDEN""]",8,True,True,False,"[""replication"", ""sharding"", ""parquet_format"", ""compression"", ""object_storage"", ""deduplication"", ""columnar_storage"", ""data_aggregation"", ""materialized_views"", ""partitioning"", ""tiered_storage"", ""lifecycle_management"", ""data_pruning"", ""chunking"", ""archiving"", ""caching""]","[""replication"", ""sharding"", ""parquet_format"", ""compression"", ""object_storage"", ""deduplication"", ""tiered_storage"", ""lifecycle_management"", ""data_pruning"", ""chunking"", ""archiving""]",16,replication,True,True,True,True,True,True,1017355.2,307408.0,69.8,23399.17,3565.93,84.8,500.0,101.6,79.7,"[""Amazon RDS for PostgreSQL (sharded)"", ""Apache Parquet / DuckDB"", ""Amazon S3"", ""Amazon S3 Glacier Deep Archive"", ""Amazon ElastiCache (Redis)""]",5
iot_0454,iot,371720,48009,378928.7,7617.8,"[""SENSOR_DATA"", ""TIME_SERIES"", ""LOGS""]",MEDIUM,HIGH,1000.0,99.99,4.0,1.0,1.0,"[""SOC2""]",True,MEDIUM,3,False,False,True,MEDIUM,HIGH,EXTREME,MEDIUM,"[""EXTREME_STORAGE_GROWTH"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_ANALYTICS_WORKLOAD"", ""COMPLIANCE_REQUIREMENT"", ""COST_OVERRUN_RISK"", ""HIGH_WRITE_PRESSURE"", ""DISASTER_RECOVERY_REQUIREMENT"", ""MAINTENANCE_BURDEN""]",8,True,True,False,"[""parquet_format"", ""compression"", ""replication"", ""deduplication"", ""object_storage"", ""columnar_storage"", ""data_aggregation"", ""materialized_views"", ""partitioning"", ""tiered_storage"", ""sharding"", ""lifecycle_management"", ""data_pruning"", ""chunking"", ""archiving""]","[""parquet_format"", ""compression"", ""replication"", ""deduplication"", ""object_storage"", ""tiered_storage"", ""sharding"", ""lifecycle_management"", ""data_pruning"", ""chunking"", ""archiving""]",15,parquet_format,False,True,True,True,True,True,378928.7,110549.1,70.8,8715.36,1282.37,85.3,1000.0,400.0,60.0,"[""Apache Parquet / DuckDB"", ""Amazon S3"", ""Amazon RDS for PostgreSQL (sharded)"", ""Amazon S3 Glacier Deep Archive""]",4
ecommerce_0455,ecommerce,175885,14561,78310.3,281.9,"[""TRANSACTIONS"", ""IMAGES"", ""CLICKSTREAM""]",HIGH,HIGH,100.0,99.9,0.16666666666666666,0.16666666666666666,3.0,"[""PCI_DSS""]",True,MEDIUM,21,False,False,False,HIGH,HIGH,MODERATE,MEDIUM,"[""HIGH_READ_LATENCY"", ""HIGH_ANALYTICS_WORKLOAD"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET""]",11,True,False,False,"[""partitioning"", ""replication"", ""materialized_views"", ""indexing"", ""columnar_storage"", ""data_aggregation"", ""caching"", ""data_pruning"", ""parquet_format"", ""schema_optimization"", ""query_optimization"", ""compression"", ""deduplication"", ""lifecycle_management"", ""tiered_storage"", ""object_storage"", ""chunking"", ""sharding"", ""archiving""]","[""partitioning""]",19,partitioning,True,True,True,True,True,True,78310.3,18730.6,76.1,1801.14,217.27,87.9,100.0,21.6,78.4,"[""Amazon RDS for PostgreSQL (sharded)"", ""Apache Parquet / DuckDB"", ""Amazon ElastiCache (Redis)"", ""Amazon S3"", ""Amazon S3 Glacier Deep Archive""]",5
iot_0456,iot,1765957,160915,520765.2,4024.1,"[""SENSOR_DATA"", ""TIME_SERIES"", ""LOGS""]",MEDIUM,HIGH,1000.0,99.99,4.0,4.0,5.0,"[""NONE""]",False,MEDIUM,1,False,False,False,HIGH,HIGH,EXTREME,HIGH,"[""EXTREME_STORAGE_GROWTH"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""SCALABILITY_PRESSURE"", ""COST_OVERRUN_RISK"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""DISASTER_RECOVERY_REQUIREMENT"", ""MAINTENANCE_BURDEN""]",9,True,True,False,"[""tiered_storage"", ""archiving"", ""lifecycle_management"", ""replication"", ""sharding"", ""compression"", ""object_storage"", ""data_pruning"", ""deduplication"", ""partitioning"", ""chunking"", ""caching"", ""parquet_format""]","[""tiered_storage"", ""archiving"", ""lifecycle_management"", ""replication"", ""sharding"", ""compression"", ""object_storage"", ""data_pruning"", ""deduplication"", ""chunking"", ""parquet_format""]",13,tiered_storage,True,True,True,True,True,False,520765.2,151928.6,70.8,11977.6,1762.37,85.3,1000.0,201.6,79.8,"[""Amazon S3"", ""Amazon S3 Glacier Deep Archive"", ""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)"", ""Apache Parquet / DuckDB""]",5
iot_0457,iot,1446740,189250,287234.2,1396.6,"[""SENSOR_DATA"", ""TIME_SERIES"", ""LOGS""]",MEDIUM,HIGH,500.0,99.9,2.0,0.5,1.0,"[""NONE""]",False,HIGH,7,False,True,True,HIGH,HIGH,HIGH,HIGH,"[""HIGH_STORAGE_GROWTH"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""SCALABILITY_PRESSURE"", ""HIGH_WRITE_PRESSURE"", ""DISASTER_RECOVERY_REQUIREMENT"", ""MAINTENANCE_BURDEN""]",6,True,True,False,"[""replication"", ""sharding"", ""object_storage"", ""compression"", ""deduplication"", ""partitioning"", ""lifecycle_management"", ""tiered_storage"", ""caching"", ""data_pruning"", ""chunking"", ""parquet_format"", ""archiving""]","[""replication"", ""sharding"", ""object_storage""]",13,replication,True,True,True,True,True,False,287234.2,87810.9,69.4,6606.39,1018.61,84.6,500.0,101.6,79.7,"[""Amazon RDS for PostgreSQL (sharded)"", ""Amazon S3"", ""Amazon ElastiCache (Redis)"", ""Apache Parquet / DuckDB"", ""Amazon S3 Glacier Deep Archive""]",5
iot_0458,iot,475848,23499,2149607.4,6306.8,"[""SENSOR_DATA"", ""TIME_SERIES"", ""LOGS""]",LOW,HIGH,500.0,99.99,0.16666666666666666,0.16666666666666666,3.0,"[""NONE""]",False,MEDIUM,7,False,True,False,LOW,HIGH,EXTREME,MEDIUM,"[""EXTREME_STORAGE_GROWTH"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COST_OVERRUN_RISK"", ""HIGH_WRITE_PRESSURE"", ""HOT_COLD_DATA_MIX"", ""MAINTENANCE_BURDEN""]",7,True,True,False,"[""tiered_storage"", ""compression"", ""lifecycle_management"", ""replication"", ""data_pruning"", ""deduplication"", ""object_storage"", ""partitioning"", ""sharding"", ""chunking"", ""archiving"", ""parquet_format""]","[""tiered_storage"", ""compression"", ""lifecycle_management"", ""replication"", ""data_pruning"", ""deduplication"", ""object_storage"", ""sharding"", ""chunking"", ""archiving"", ""parquet_format""]",12,tiered_storage,False,True,True,True,True,False,2149607.4,627605.6,70.8,49440.97,7280.22,85.3,500.0,200.0,60.0,"[""Amazon S3"", ""Amazon RDS for PostgreSQL (sharded)"", ""Amazon S3 Glacier Deep Archive"", ""Apache Parquet / DuckDB""]",4
fintech_0459,fintech,384725,46008,19250.5,66.7,"[""TRANSACTIONS"", ""LOGS""]",MEDIUM,MEDIUM,100.0,99.999,0.5,0.5,5.0,"[""PCI_DSS""]",False,MEDIUM,28,False,True,False,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET""]",7,True,False,False,"[""replication"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""indexing"", ""partitioning"", ""schema_optimization"", ""query_optimization"", ""compression"", ""deduplication"", ""sharding""]","[""replication""]",12,replication,False,True,True,True,False,False,19250.5,6098.6,68.3,442.76,70.74,84.0,100.0,4.0,96.0,"[""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Amazon RDS for PostgreSQL (sharded)""]",3
ecommerce_0460,ecommerce,23425,2926,41062.7,218.4,"[""TRANSACTIONS"", ""IMAGES"", ""CLICKSTREAM""]",HIGH,HIGH,50.0,99.99,4.0,0.25,5.0,"[""PCI_DSS""]",True,HIGH,7,False,False,False,HIGH,HIGH,MODERATE,MEDIUM,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_READ_LATENCY"", ""HIGH_ANALYTICS_WORKLOAD"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET""]",12,True,False,False,"[""partitioning"", ""replication"", ""materialized_views"", ""indexing"", ""columnar_storage"", ""data_aggregation"", ""caching"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""parquet_format"", ""schema_optimization"", ""query_optimization"", ""compression"", ""deduplication"", ""object_storage"", ""chunking"", ""sharding""]","[""replication""]",19,partitioning,True,True,True,True,True,True,41062.7,10540.9,74.3,944.44,122.27,87.1,50.0,11.6,76.8,"[""Amazon RDS for PostgreSQL (sharded)"", ""Apache Parquet / DuckDB"", ""Amazon ElastiCache (Redis)"", ""Amazon S3 Glacier Deep Archive"", ""Amazon S3""]",5
ecommerce_0461,ecommerce,1848418,171649,73605.3,250.1,"[""TRANSACTIONS"", ""IMAGES"", ""CLICKSTREAM""]",HIGH,MEDIUM,100.0,99.99,0.5,0.5,5.0,"[""PCI_DSS""]",False,MEDIUM,21,False,False,True,HIGH,HIGH,MODERATE,HIGH,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_READ_LATENCY"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SCALABILITY_PRESSURE"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET""]",12,True,False,False,"[""replication"", ""partitioning"", ""caching"", ""indexing"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""schema_optimization"", ""query_optimization"", ""object_storage"", ""compression"", ""deduplication"", ""sharding"", ""materialized_views"", ""chunking"", ""columnar_storage"", ""data_aggregation"", ""parquet_format""]","[""replication""]",19,replication,True,True,True,True,True,True,73605.3,17539.9,76.2,1692.92,203.46,88.0,100.0,21.6,78.4,"[""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)"", ""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Apache Parquet / DuckDB""]",5
iot_0462,iot,121052,5487,823747.9,5882.6,"[""SENSOR_DATA"", ""TIME_SERIES"", ""LOGS""]",MEDIUM,HIGH,1000.0,99.9,1.0,1.0,1.0,"[""NONE""]",True,HIGH,1,False,False,False,MEDIUM,HIGH,EXTREME,MEDIUM,"[""EXTREME_STORAGE_GROWTH"", ""HIGH_ANALYTICS_WORKLOAD"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""HIGH_WRITE_PRESSURE"", ""COST_OVERRUN_RISK"", ""MAINTENANCE_BURDEN""]",7,True,True,False,"[""parquet_format"", ""replication"", ""compression"", ""deduplication"", ""object_storage"", ""columnar_storage"", ""data_aggregation"", ""materialized_views"", ""partitioning"", ""sharding"", ""tiered_storage"", ""lifecycle_management"", ""data_pruning"", ""chunking"", ""archiving""]","[""parquet_format"", ""compression"", ""deduplication"", ""object_storage"", ""sharding"", ""tiered_storage"", ""lifecycle_management"", ""data_pruning"", ""chunking"", ""archiving""]",15,parquet_format,False,True,True,True,True,True,823747.9,237581.0,71.2,18946.2,2755.94,85.5,1000.0,400.0,60.0,"[""Apache Parquet / DuckDB"", ""Amazon S3"", ""Amazon RDS for PostgreSQL (sharded)"", ""Amazon S3 Glacier Deep Archive""]",4
ecommerce_0463,ecommerce,4914712,502240,47189.0,250.2,"[""TRANSACTIONS"", ""IMAGES"", ""CLICKSTREAM""]",HIGH,HIGH,50.0,99.9,2.0,0.08333333333333333,7.0,"[""PCI_DSS""]",False,HIGH,7,False,False,False,HIGH,HIGH,MODERATE,HIGH,"[""HIGH_READ_LATENCY"", ""HIGH_AVAILABILITY_REQUIREMENT"", ""DISASTER_RECOVERY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SCALABILITY_PRESSURE"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET""]",12,True,False,False,"[""replication"", ""partitioning"", ""caching"", ""indexing"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""schema_optimization"", ""query_optimization"", ""object_storage"", ""compression"", ""deduplication"", ""sharding"", ""materialized_views"", ""chunking"", ""columnar_storage"", ""data_aggregation"", ""parquet_format""]","[""replication""]",19,replication,True,True,True,True,True,True,47189.0,12532.1,73.4,1085.35,145.37,86.6,50.0,11.6,76.8,"[""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)"", ""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Apache Parquet / DuckDB""]",5
saas_0464,saas,679081,38077,63836.9,255.9,"[""TEXT"", ""DOCUMENTS"", ""TRANSACTIONS""]",MEDIUM,MEDIUM,200.0,99.99,2.0,1.0,3.0,"[""GDPR""]",False,HIGH,21,False,True,False,MEDIUM,HIGH,MODERATE,MEDIUM,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET"", ""DISASTER_RECOVERY_REQUIREMENT""]",8,True,False,False,"[""replication"", ""data_pruning"", ""partitioning"", ""compression"", ""deduplication"", ""lifecycle_management"", ""tiered_storage"", ""indexing"", ""schema_optimization"", ""query_optimization"", ""object_storage"", ""chunking"", ""sharding"", ""archiving"", ""parquet_format""]","[""replication""]",15,replication,False,True,True,True,True,False,63836.9,14320.3,77.6,1468.25,166.12,88.7,200.0,8.0,96.0,"[""Amazon RDS for PostgreSQL (sharded)"", ""Amazon S3"", ""Amazon S3 Glacier Deep Archive"", ""Apache Parquet / DuckDB""]",4
gaming_0465,gaming,4785201,187468,24061.6,274.0,"[""LOGS"", ""TIME_SERIES"", ""CLICKSTREAM""]",HIGH,MEDIUM,50.0,99.999,2.0,2.0,3.0,"[""NONE""]",False,MEDIUM,3,True,True,False,HIGH,HIGH,MODERATE,HIGH,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_READ_LATENCY"", ""SCALABILITY_PRESSURE"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""HOT_COLD_DATA_MIX"", ""DISASTER_RECOVERY_REQUIREMENT"", ""QUERY_PERFORMANCE_DEGRADATION""]",8,True,False,False,"[""replication"", ""caching"", ""partitioning"", ""indexing"", ""object_storage"", ""data_pruning"", ""compression"", ""deduplication"", ""lifecycle_management"", ""tiered_storage"", ""schema_optimization"", ""query_optimization"", ""sharding"", ""materialized_views"", ""chunking"", ""archiving"", ""columnar_storage"", ""data_aggregation"", ""parquet_format""]","[""replication"", ""caching""]",19,replication,True,True,True,True,True,True,24061.6,5018.8,79.1,553.42,58.22,89.5,50.0,11.6,76.8,"[""Amazon ElastiCache (Redis)"", ""Amazon RDS for PostgreSQL (sharded)"", ""Amazon S3"", ""Amazon S3 Glacier Deep Archive"", ""Apache Parquet / DuckDB""]",5
ecommerce_0466,ecommerce,31702,3070,138606.9,483.2,"[""TRANSACTIONS"", ""IMAGES"", ""CLICKSTREAM""]",HIGH,MEDIUM,100.0,99.99,8.0,4.0,7.0,"[""PCI_DSS""]",False,HIGH,7,False,False,True,HIGH,HIGH,MODERATE,MEDIUM,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_READ_LATENCY"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""MODERATE_STORAGE_GROWTH"", ""HIGH_WRITE_PRESSURE"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET"", ""DISASTER_RECOVERY_REQUIREMENT""]",11,True,False,False,"[""partitioning"", ""replication"", ""indexing"", ""caching"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""schema_optimization"", ""query_optimization"", ""compression"", ""deduplication"", ""object_storage"", ""materialized_views"", ""chunking"", ""sharding"", ""columnar_storage"", ""data_aggregation"", ""parquet_format""]","[""partitioning"", ""replication""]",19,partitioning,True,True,True,True,True,True,138606.9,35857.4,74.1,3187.96,415.95,87.0,100.0,21.6,78.4,"[""Amazon RDS for PostgreSQL (sharded)"", ""Amazon ElastiCache (Redis)"", ""Amazon S3 Glacier Deep Archive"", ""Amazon S3"", ""Apache Parquet / DuckDB""]",5
fintech_0467,fintech,56612,5290,25838.8,83.4,"[""TRANSACTIONS"", ""LOGS""]",HIGH,MEDIUM,50.0,99.999,8.0,4.0,7.0,"[""SOC2""]",True,HIGH,14,False,False,True,HIGH,MEDIUM,MEDIUM,LOW,"[""HIGH_AVAILABILITY_REQUIREMENT"", ""HIGH_READ_LATENCY"", ""HIGH_ANALYTICS_WORKLOAD"", ""COMPLIANCE_REQUIREMENT"", ""SECURITY_EXPOSURE"", ""QUERY_PERFORMANCE_DEGRADATION"", ""LONG_TERM_RETENTION"", ""HOT_COLD_DATA_MIX"", ""LARGE_TRANSACTIONAL_DATASET"", ""DISASTER_RECOVERY_REQUIREMENT""]",10,True,False,False,"[""materialized_views"", ""replication"", ""indexing"", ""partitioning"", ""columnar_storage"", ""data_aggregation"", ""caching"", ""schema_optimization"", ""query_optimization"", ""data_pruning"", ""archiving"", ""lifecycle_management"", ""tiered_storage"", ""parquet_format"", ""compression"", ""deduplication"", ""sharding""]","[""materialized_views"", ""replication""]",17,materialized_views,True,True,True,True,False,True,25838.8,6059.9,76.5,594.29,70.29,88.2,50.0,11.6,76.8,"[""Amazon RDS for PostgreSQL (sharded)"", ""Apache Parquet / DuckDB"", ""Amazon ElastiCache (Redis)"", ""Amazon S3 Glacier Deep Archive"", ""Amazon S3""]",5
